Date,;Region,;Trigger,;Weak Layer,Depth_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates
2016-01-26,Salt Lake,Skier,Unknown,17,4800.0,North,10100.0,"40.599942702264, -111.621244063090"
2016-01-26,Salt Lake,Skier,Depth Hoar,30,4200.0,North,9900.0,"40.598655258081, -111.627777802090"
2016-01-26,Skyline,Snowmobiler,Facets,48,1200.0,East,10200.0,"39.203378878150, -111.470933005220"
2016-01-24,Skyline,Natural,Facets,36,8400.0,Northeast,10300.0,"39.508330769467, -111.318411871800"
2016-01-27,Logan,Skier,New Snow/Old Snow Interface,11,4800.0,East,8000.0,"41.823651268901, -111.669416465130"
2016-01-27,Uintas,Snowmobiler,Unknown,120,4800.0,Southwest,9500.0,"40.387724414320, -111.181002325510"
2016-01-30,Logan,Snowshoer,New Snow/Old Snow Interface,14,600.0,Northwest,5600.0,"41.728714699372, -111.788249053320"
2016-01-30,Moab,Skier,Unknown,9,960.0,Northeast,10000.0,"38.455706533021, -109.261007368110"
2016-02-01,Logan,Natural,Depth Hoar,48,9600.0,North,8900.0,"41.708526930919, -111.740570105860"
2016-01-31,Salt Lake,Skier,Facets,36,3600.0,Northwest,9100.0,"40.681035109898, -111.598269411350"
2016-02-02,Provo,Natural,New Snow/Old Snow Interface,18,5400.0,East,10200.0,"40.580340291123, -111.588456725720"
2016-02-03,Skyline,Skier,Facets,20,7200.0,Northeast,9000.0,"39.570212699594, -111.188163802040"
2016-02-05,Salt Lake,Skier,Density Change,5,240.0,North,9800.0,"40.562166662813, -111.673514909240"
2016-02-13,Skyline,Snowmobiler,Facets,24,4800.0,Northeast,9900.0,"39.572337107867, -111.285195416930"
2016-02-13,Moab,Snowboarder,Density Change,11,840.0,North,10900.0,"38.467188051709, -109.229164211460"
2016-02-15,Salt Lake,Skier,New Snow/Old Snow Interface,6,8400.0,Northeast,9400.0,"40.634741890336, -111.561516596800"
2016-02-15,Logan,Natural,Wet grains,18,4800.0,West,6200.0,"41.825252491527, -111.598563125670"
2016-02-15,Logan,Natural,Unknown,12,6000.0,North,6200.0,"41.766310473037, -111.759678155690"
2016-02-17,Salt Lake,Natural,Ground Interface,36,12000.0,Northeast,9800.0,"40.604631595483, -111.721665911090"
2016-02-16,Logan,Natural,Ground Interface,24,9600.0,North,6600.0,"41.832280449237, -111.592876963060"
2016-02-18,Salt Lake,Natural,Ground Interface,30,6000.0,East,9000.0,"40.605529699932, -111.719455857110"
2016-02-18,Skyline,Natural,New Snow,5,240.0,Northeast,9800.0,"39.629272146444, -111.329698600140"
2016-02-19,Skyline,Snowmobiler,Facets,30,6000.0,Northeast,10500.0,"39.519868239043, -111.293521063270"
2016-02-13,Skyline,Snowmobiler,Facets,20,6000.0,East,10400.0,"39.515018781741, -111.302490279090"
2016-02-20,Salt Lake,Natural,Ground Interface,48,600.0,Northeast,8300.0,"40.607579378848, -111.702213965240"
2016-02-19,Salt Lake,Natural,Unknown,6,3000.0,Northeast,6700.0,"40.567252679336, -111.763508608900"
2016-02-21,Uintas,Snowmobiler,Depth Hoar,42,1800.0,Northwest,10000.0,"40.812343654415, -110.908447117780"
2016-02-22,Salt Lake,Natural,Ground Interface,60,15000.0,Unknown,10400.0,"40.599673311131, -111.721515685850"
2016-03-09,Salt Lake,Skier,New Snow/Old Snow Interface,4,4800.0,East,10400.0,"40.546482347163, -111.709284834280"
2016-03-09,Moab,Skier,Facets,12,2400.0,Northeast,11000.0,"38.449514770352, -109.261286296300"
2016-03-12,Logan,Natural,New Snow/Old Snow Interface,12,6000.0,East,9400.0,"41.962482870025, -111.653301753360"
2016-03-15,Salt Lake,Skier,New Snow,8,120.0,Northeast,9900.0,"40.600202835231, -111.639611787290"
2016-03-15,Salt Lake,Skier,New Snow/Old Snow Interface,10,11209.6235148269,Northeast,1396.1592365183,"40.607201008273, -111.638851484480"
2016-03-15,Salt Lake,Snowboarder,New Snow/Old Snow Interface,4,120.0,Northeast,9500.0,"40.593017613030, -111.604399747350"
2016-03-15,Salt Lake,Skier,New Snow/Old Snow Interface,18,1800.0,North,9500.0,"40.628325978391, -111.672249122130"
2016-03-17,Logan,Snowmobiler,New Snow/Old Snow Interface,36,960.0,Northeast,8100.0,"41.928804759572, -111.643409766520"
2016-03-18,Logan,Snowmobiler,New Snow/Old Snow Interface,36,2400.0,Northeast,8300.0,"41.928768845938, -111.643967673190"
2016-03-17,Logan,Snowmobiler,New Snow/Old Snow Interface,36,4800.0,North,8400.0,"41.888389121336, -111.640620283500"
2016-03-18,Logan,Snowmobiler,New Snow/Old Snow Interface,24,7200.0,North,9600.0,"41.946390662669, -111.652851149440"
2016-03-19,Logan,Natural,New Snow/Old Snow Interface,36,8400.0,North,9500.0,"41.901936702997, -111.668601073580"
2016-03-19,Salt Lake,Skier,New Snow/Old Snow Interface,4,1200.0,Southwest,9000.0,"40.596781402611, -111.642937733660"
2016-03-20,Logan,Natural,New Snow/Old Snow Interface,24,10800.0,Southeast,8000.0,"41.828244310458, -111.666884459810"
2016-03-23,Salt Lake,Skier,New Snow,6,2400.0,North,9500.0,"40.564508683522, -111.675768007940"
2016-03-23,Logan,Natural,New Snow/Old Snow Interface,20,5400.0,East,9000.0,"41.940765647541, -111.629633933830"
2016-03-23,Salt Lake,Skier,Unknown,6,1800.0,Southwest,10300.0,"40.599242144528, -111.646671418930"
2016-03-26,Salt Lake,Natural,Ground Interface,42,12000.0,Northeast,10000.0,"40.599095469309, -111.720271176810"
2016-03-24,Moab,Skier,Facets,12,3000.0,Northeast,11000.0,"38.449914920206, -109.260835670820"
2016-03-28,Salt Lake,Skier,New Snow,7,7200.0,North,10300.0,"40.604885886813, -111.643112694080"
2016-03-28,Salt Lake,Natural,Density Change,8,5400.0,Northwest,10100.0,"40.590382670774, -111.599378666460"
2016-03-29,Salt Lake,Natural,Density Change,20,6000.0,Northeast,10000.0,"40.639141407963, -111.576762244110"
2016-03-29,Salt Lake,Skier,Density Change,24,7200.0,East,10700.0,"40.592675938606, -111.560411505140"
2016-03-29,Salt Lake,Skier,New Snow,12,15000.0,Northwest,10300.0,"40.605742433308, -111.646671347050"
2016-03-29,Salt Lake,Skier,New Snow/Old Snow Interface,8,480.0,West,9400.0,"40.603591001006, -111.621222555110"
2016-03-29,Salt Lake,Skier,New Snow/Old Snow Interface,12,2400.0,West,9500.0,"40.560698484424, -111.676240012040"
2016-03-30,Provo,Skier,Density Change,7,2400.0,East,9100.0,"40.286229936400, -111.539812132720"
2016-03-29,Moab,Natural,New Snow,30,4800.0,North,11000.0,"38.452245060650, -109.264140296010"
2016-03-29,Logan,Natural,Density Change,12,1200.0,North,8600.0,"41.915387608166, -111.719305545600"
2016-04-09,Provo,Skier,New Snow/Old Snow Interface,5,4800.0,Southeast,8700.0,"40.505548605366, -111.677422379540"
2016-04-12,Logan,Natural,Wet grains,36,21000.0,East,8500.0,"41.670076865712, -112.021064795790"
2016-04-24,Salt Lake,Skier,New Snow/Old Snow Interface,6,7200.0,East,10600.0,"40.584593137963, -111.598026818730"
2016-04-24,Salt Lake,Skier,New Snow/Old Snow Interface,9,1500.0,North,8000.0,"40.597808323377, -111.588156246430"
2016-04-23,Uintas,Natural,New Snow/Old Snow Interface,12,7200.0,East,11400.0,"40.699693792777, -110.978822774420"
2016-04-24,Salt Lake,Skier,New Snow/Old Snow Interface,10,4800.0,Northeast,8500.0,"40.614537860228, -111.615386053920"
2016-04-25,Uintas,Snowmobiler,New Snow/Old Snow Interface,6,1800.0,Northeast,10000.0,"40.409509093434, -111.203420199730"
2016-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,12,12000.0,Northeast,10500.0,"40.591690151027, -111.596353113120"
2016-04-27,Salt Lake,Skier,New Snow,4,3600.0,North,10400.0,"40.578009727055, -111.593627952830"
2016-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,12,3600.0,West,9800.0,"40.581445186667, -111.632766761140"
2016-04-28,Salt Lake,Skier,New Snow/Old Snow Interface,5,4800.0,Northeast,10300.0,"40.574921296761, -111.604539215040"
2016-05-03,Salt Lake,Skier,New Snow/Old Snow Interface,8,960.0,East,10300.0,"40.582083785728, -111.598520366750"
2016-06-06,Uintas,Unknown,Unknown,96,7200.0,Northeast,11800.0,"40.764486399925, -110.614299818910"
2016-11-22,Salt Lake,Skier,New Snow/Old Snow Interface,8,15000.0,North,11000.0,"40.569098578428, -111.638947928880"
2016-11-28,Logan,Natural,New Snow/Old Snow Interface,24,4800.0,North,8700.0,"41.886358152338, -111.644372751060"
2016-11-30,Salt Lake,Skier,Depth Hoar,24,3000.0,North,9900.0,"40.600290218177, -111.620726945140"
2016-12-04,Moab,Natural,New Snow/Old Snow Interface,12,3000.0,Northwest,11500.0,"38.444984668357, -109.243068682290"
2016-12-08,Salt Lake,Skier,New Snow,4,6000.0,East,10000.0,"40.612241077331, -111.689243303880"
2016-12-09,Uintas,Skier,New Snow/Old Snow Interface,6,1800.0,Northeast,10100.0,"40.691941640468, -111.196918474770"
2016-12-10,Salt Lake,Snowboarder,Depth Hoar,24,3600.0,Northeast,9700.0,"40.605312204034, -111.636414515120"
2016-12-10,Uintas,Skier,New Snow/Old Snow Interface,6,2400.0,Northwest,10100.0,"40.678021402080, -111.148338305080"
2016-12-10,Salt Lake,Skier,Density Change,10,3600.0,East,9500.0,"40.667975907527, -111.722754823300"
2016-12-10,Uintas,Natural,New Snow,16,8400.0,Northeast,10100.0,"40.704092172624, -111.200652109720"
2016-12-11,Uintas,Skier,Facets,30,2100.0,North,9800.0,"40.702914693813, -111.196231829260"
2016-12-10,Uintas,Natural,New Snow,12,4800.0,East,10000.0,"40.694599660440, -111.198675321690"
2016-12-11,Provo,Natural,Facets,20,4200.0,East,9500.0,"40.501058493768, -111.694811569790"
2016-12-12,Skyline,Natural,New Snow/Old Snow Interface,18,1800.0,East,10000.0,"39.608968059708, -111.290817247950"
2016-12-10,Logan,Natural,Depth Hoar,48,7200.0,North,9200.0,"41.896838085291, -111.659646101790"
2016-12-13,Salt Lake,Snowboarder,Unknown,8,2400.0,Northeast,9400.0,"40.556073163327, -111.690337645150"
2016-12-13,Salt Lake,Skier,Facets,14,4800.0,North,10000.0,"40.603266137495, -111.632852541550"
2016-12-14,Salt Lake,Natural,New Snow,6,1800.0,North,9800.0,"40.592940666160, -111.618003832450"
2016-12-14,Salt Lake,Skier,New Snow,6,1800.0,Northeast,9900.0,"40.595852885477, -111.654664265260"
2016-12-15,Salt Lake,Skier,Graupel,20,1200.0,Southeast,9400.0,"40.594777270683, -111.640899168600"
2016-12-16,Logan,Unknown,New Snow/Old Snow Interface,18,3000.0,Southeast,8000.0,"41.959351259706, -111.557002352820"
2016-12-16,Moab,Natural,Facets,42,8400.0,Northeast,11400.0,"38.461624660901, -109.249076830490"
2016-12-16,Moab,Natural,Facets,36,7200.0,Northeast,10400.0,"38.465253778301, -109.276628481490"
2016-12-16,Moab,Natural,Facets,30,7189.5353851407,Northeast,29502.3214738959,"38.444641199667, -109.248754965400"
2016-12-17,Salt Lake,Natural,Density Change,24,6000.0,Northwest,10000.0,"40.581250287856, -111.588714109990"
2016-12-24,Salt Lake,Snowboarder,New Snow/Old Snow Interface,24,2400.0,East,10200.0,"40.594809857611, -111.652357565500"
2016-12-24,Salt Lake,Skier,New Snow/Old Snow Interface,5,240.0,Northeast,9700.0,"40.677936222181, -111.683535563090"
2016-12-27,Ogden,Snowboarder,Density Change,12,600.0,Northeast,7300.0,"41.379301010827, -111.942615496250"
2016-12-27,Ogden,Skier,Density Change,18,840.0,Northeast,7100.0,"41.378505628380, -111.936264025310"
2016-12-27,Ogden,Skier,Unknown,18,1800.0,Northeast,6800.0,"41.378795445007, -111.927766787150"
2016-12-27,Salt Lake,Skier,Density Change,16,3000.0,East,9700.0,"40.665112227656, -111.722116457570"
2016-12-25,Abajos,Natural,New Snow/Old Snow Interface,18,600.0,East,9700.0,"37.851947957821, -109.485626207920"
2017-01-02,Moab,Skier,Density Change,8,2100.0,North,11200.0,"38.445206884902, -109.250876592730"
2017-01-05,Uintas,Skier,New Snow/Old Snow Interface,18,4800.0,Northeast,10000.0,"40.692588614734, -111.197134392600"
2017-01-04,Logan,Natural,Unknown,20,6000.0,East,6500.0,"41.688270508403, -112.013533833410"
2017-01-06,Skyline,Skier,Surface Hoar,24,7200.0,Northeast,9600.0,"39.632894605613, -111.249833094230"
2017-01-08,Salt Lake,Natural,New Snow/Old Snow Interface,8,3000.0,North,9800.0,"40.550436709336, -111.634322392090"
2017-01-08,Salt Lake,Skier,New Snow/Old Snow Interface,8,2100.0,Southeast,9700.0,"40.607343407847, -111.552288601950"
2017-01-09,Logan,Natural,Unknown,48,30000.0,East,8800.0,"41.681422052022, -112.011888054580"
2017-01-10,Salt Lake,Skier,Density Change,15,3600.0,Northeast,9200.0,"40.558898089890, -111.692805277440"
2017-01-10,Uintas,Natural,Unknown,72,9600.0,Northeast,9800.0,"40.832773790974, -111.065382944680"
2017-01-11,Logan,Unknown,Facets,48,3000.0,Northwest,7200.0,"41.954787166113, -111.540559924350"
2017-01-12,Logan,Natural,Facets,60,30000.0,Southeast,8300.0,"41.607712453383, -111.990381735990"
2017-01-14,Salt Lake,Unknown,Graupel,16,5400.0,East,9500.0,"40.669877762257, -111.722760187720"
2017-01-15,Salt Lake,Skier,Density Change,6,3000.0,North,10600.0,"40.585261208530, -111.606824385260"
2017-01-15,Salt Lake,Skier,Density Change,14,1800.0,North,10600.0,"40.535069192715, -111.694221483800"
2017-01-11,Logan,Natural,Unknown,36,9600.0,East,9200.0,"41.916762748840, -111.653323160740"
2017-01-16,Moab,Skier,Facets,36,7200.0,North,11000.0,"38.449690129868, -109.261136042220"
2017-01-21,Salt Lake,Natural,New Snow,5,2100.0,North,8100.0,"40.720720451501, -111.688899981130"
2017-01-21,Ogden,Skier,New Snow/Old Snow Interface,9,2400.0,Northeast,8600.0,"41.363907942419, -111.950155185800"
2017-01-11,Logan,Natural,Facets,48,30000.0,East,8500.0,"41.806454108249, -111.661791869010"
2017-01-21,Salt Lake,Skier,New Snow/Old Snow Interface,14,4800.0,East,10000.0,"40.615066559401, -111.668978544210"
2017-01-21,Southwest,Natural,Density Change,8,600.0,Southeast,8500.0,"38.284931512758, -112.446967350570"
2017-01-21,Moab,Skier,Graupel,19,12000.0,North,10400.0,"38.463868269298, -109.278519438840"
2017-01-21,Salt Lake,Snowboarder,Facets,10,840.0,Northwest,8000.0,"40.627548965646, -111.499900805090"
2017-01-22,Salt Lake,Skier,New Snow/Old Snow Interface,24,2400.0,Northeast,10400.0,"40.578102595724, -111.597125517470"
2017-01-22,Ogden,Unknown,New Snow/Old Snow Interface,6,600.0,North,6200.0,"41.205022162120, -111.820328222860"
2017-01-23,Salt Lake,Natural,New Snow/Old Snow Interface,24,7200.0,East,9600.0,"40.667244136546, -111.603916870680"
2017-01-24,Salt Lake,Skier,New Snow/Old Snow Interface,36,2400.0,North,9600.0,"40.645828517769, -111.579809176070"
2017-01-24,Salt Lake,Skier,New Snow/Old Snow Interface,24,7200.0,Southwest,8600.0,"40.638469091403, -111.610407816500"
2017-01-23,Ogden,Natural,Facets,48,960.0,North,6400.0,"41.384728955402, -111.934890734300"
2017-01-23,Ogden,Unknown,Unknown,36,3600.0,Northeast,6700.0,"41.378483087131, -111.926479326820"
2017-01-23,Ogden,Unknown,Unknown,42,5400.0,North,6800.0,"41.379062719297, -111.930513369190"
2017-01-25,Logan,Natural,Surface Hoar,24,4800.0,Northeast,5600.0,"41.891350861876, -112.061654101150"
2017-01-22,Moab,Natural,New Snow/Old Snow Interface,36,12000.0,East,11300.0,"38.450810782715, -109.262723909950"
2017-01-22,Moab,Natural,Facets,30,15000.0,Northeast,11100.0,"38.449813539070, -109.261307703610"
2017-01-22,Moab,Natural,Facets,30,9600.0,Northeast,11100.0,"38.447785925371, -109.261007296180"
2017-01-24,Skyline,Snowmobiler,Unknown,20,360.0,North,9000.0,"39.471873677403, -111.358087050060"
2017-01-25,Uintas,Skier,Facets,36,360.0,East,10500.0,"40.828096836583, -111.008005129440"
2017-01-25,Salt Lake,Skier,Surface Hoar,20,2400.0,Northwest,7900.0,"40.722220850222, -111.677205549830"
2017-01-26,Uintas,Snowmobiler,Surface Hoar,24,1200.0,North,9500.0,"40.492611098001, -111.035213457690"
2017-01-26,Logan,Unknown,Surface Hoar,24,1200.0,Northwest,6600.0,"41.688563310627, -111.742625480280"
2017-01-23,Salt Lake,Unknown,Unknown,24,6000.0,East,10100.0,"40.668041391419, -111.684801565750"
2017-01-27,Salt Lake,Unknown,New Snow,18,15000.0,Southeast,10300.0,"40.593310842521, -111.660125242820"
2017-01-27,Salt Lake,Skier,Surface Hoar,18,1080.0,Northeast,7600.0,"40.732836040398, -111.603316055870"
2017-01-27,Salt Lake,Skier,Facets,30,6000.0,Southeast,9100.0,"40.682675364611, -111.600108133890"
2017-01-27,Salt Lake,Skier,Facets,24,3000.0,East,9400.0,"40.691442614376, -111.608927237130"
2017-01-27,Salt Lake,Skier,New Snow,12,2400.0,East,10700.0,"40.545700151922, -111.651134478200"
2017-01-27,Skyline,Natural,New Snow/Old Snow Interface,16,2400.0,Southeast,10200.0,"39.232508167161, -111.470503794290"
2017-01-29,Salt Lake,Skier,Surface Hoar,24,3600.0,Northeast,7600.0,"40.700154061246, -111.626286493890"
2017-01-29,Salt Lake,Skier,Facets,18,2400.0,Northwest,7000.0,"40.773000863684, -111.462650286300"
2017-01-24,Salt Lake,Unknown,Unknown,36,7200.0,Northeast,10300.0,"40.539525918840, -111.693221216120"
2017-02-03,Salt Lake,Natural,Unknown,36,15000.0,North,9600.0,"40.602028488839, -111.724412428470"
2017-02-03,Uintas,Skier,Unknown,16,720.0,East,9400.0,"40.825695317093, -111.064202772710"
2017-02-05,Logan,Natural,Wet grains,12,8400.0,West,6500.0,"41.820463817932, -111.599088649560"
2017-02-07,Logan,Natural,Unknown,12,3600.0,West,6000.0,"41.824989403587, -111.600301252940"
2017-01-22,Moab,Natural,Facets,36,15000.0,Northeast,11500.0,"38.458278906536, -109.246716486550"
2017-02-11,Logan,Natural,Unknown,30,30000.0,Northeast,8900.0,"41.653899965521, -112.014284121130"
2017-02-11,Salt Lake,Skier,New Snow/Old Snow Interface,10,4800.0,Northeast,10100.0,"40.624001870544, -111.566226469640"
2017-02-12,Salt Lake,Skier,New Snow,8,5400.0,East,10500.0,"40.546445101719, -111.710400568610"
2017-02-11,Salt Lake,Skier,New Snow/Old Snow Interface,9,2400.0,North,9800.0,"40.628969529540, -111.665596949190"
2017-02-11,Salt Lake,Natural,Graupel,36,12000.0,Northeast,10500.0,"40.536940306594, -111.695938097580"
2017-02-11,Salt Lake,Unknown,New Snow,2,3000.0,East,10200.0,"40.540032775070, -111.682628305900"
2017-02-11,Salt Lake,Skier,New Snow/Old Snow Interface,20,5400.0,Northeast,10500.0,"40.583967208727, -111.598563181490"
2017-02-13,Moab,Skier,New Snow/Old Snow Interface,12,6000.0,North,11600.0,"38.456833862317, -109.242682444200"
2017-02-11,Salt Lake,Natural,Graupel,30,3600.0,Northeast,10300.0,"40.539949696328, -111.682891832940"
2017-02-13,Salt Lake,Skier,New Snow/Old Snow Interface,8,6000.0,Northwest,9300.0,"40.568494535841, -111.673853798300"
2017-02-16,Salt Lake,Skier,New Snow/Old Snow Interface,3,480.0,North,10000.0,"40.545520792046, -111.666734205820"
2017-02-16,Salt Lake,Skier,Unknown,11,1200.0,North,9500.0,"40.595796113816, -111.697257744410"
2017-02-16,Salt Lake,Skier,Facets,10,840.0,North,9600.0,"40.545047422342, -111.694414602850"
2017-02-18,Salt Lake,Skier,New Snow/Old Snow Interface,4,1200.0,Northeast,9400.0,"40.555742519405, -111.690187441440"
2017-02-18,Logan,Skier,New Snow/Old Snow Interface,8,2400.0,Unknown,7600.0,"41.919506232009, -111.716880785560"
2017-02-19,Salt Lake,Skier,New Snow,4,1800.0,Northeast,9600.0,"40.595037711071, -111.646682011240"
2017-02-19,Salt Lake,Snowboarder,Unknown,8,1200.0,Northeast,10000.0,"40.595592448263, -111.661691652860"
2017-02-19,Salt Lake,Snowboarder,New Snow/Old Snow Interface,10,2400.0,North,10200.0,"40.600262007882, -111.557157920460"
2017-02-19,Salt Lake,Snowboarder,Facets,10,2400.0,Northeast,9400.0,"40.607179522360, -111.636677371590"
2017-02-19,Salt Lake,Skier,New Snow/Old Snow Interface,10,3000.0,East,10400.0,"40.541597683682, -111.683063494300"
2017-02-19,Salt Lake,Skier,New Snow/Old Snow Interface,12,7200.0,North,10500.0,"40.577255933713, -111.594252871580"
2017-02-20,Salt Lake,Skier,New Snow/Old Snow Interface,4,4800.0,East,8400.0,"40.662703798171, -111.540219771010"
2017-02-20,Logan,Skier,Facets,14,840.0,Northeast,8300.0,"41.889828903853, -111.643061881660"
2017-02-20,Uintas,Natural,New Snow/Old Snow Interface,12,2400.0,Northeast,9800.0,"40.832313111915, -111.065211283310"
2017-02-22,Salt Lake,Snowboarder,Facets,36,3000.0,North,9300.0,"40.593576218412, -111.589446962060"
2017-02-24,Salt Lake,Natural,New Snow/Old Snow Interface,36,6000.0,East,10200.0,"40.549254129940, -111.725141989340"
2017-02-26,Uintas,Natural,Unknown,12,960.0,East,9900.0,"40.845581900607, -111.059039974500"
2017-02-25,Provo,Skier,New Snow/Old Snow Interface,10,3600.0,East,9200.0,"40.417864775525, -111.611759649860"
2017-02-28,Logan,Natural,New Snow/Old Snow Interface,24,8400.0,Southeast,9300.0,"41.928959554388, -111.655136699450"
2017-03-07,Skyline,Skier,New Snow/Old Snow Interface,3,360.0,West,8700.0,"39.572709719732, -111.344976412400"
2017-03-08,Salt Lake,Skier,Density Change,16,4200.0,Northeast,10200.0,"40.593881671426, -111.663118588060"
2017-03-11,Logan,Unknown,Facets,48,4800.0,East,8800.0,"41.921413784507, -111.657419015710"
2017-03-14,Salt Lake,Skier,Density Change,4,3600.0,East,9100.0,"40.634668064842, -111.562879072780"
2017-03-24,Logan,Snowboarder,New Snow/Old Snow Interface,12,2400.0,North,9200.0,"41.893907885290, -111.643452631590"
2017-03-24,Salt Lake,Skier,New Snow/Old Snow Interface,6,7200.0,Northeast,10600.0,"40.542251339125, -111.684039818370"
2017-03-25,Salt Lake,Skier,Graupel,7,1200.0,North,9900.0,"40.614336835787, -111.644053446410"
2017-03-25,Logan,Skier,New Snow,6,1200.0,North,7200.0,"41.687912145252, -111.741964804270"
2017-03-26,Salt Lake,Snowboarder,New Snow/Old Snow Interface,6,3600.0,Northeast,10000.0,"40.667162757523, -111.683739410980"
2017-03-28,Salt Lake,Skier,New Snow/Old Snow Interface,12,840.0,Northeast,10300.0,"40.524845329544, -111.714334028130"
2017-03-28,Salt Lake,Skier,New Snow/Old Snow Interface,8,3600.0,East,10500.0,"40.591894792302, -111.560454355800"
2017-03-31,Provo,Skier,New Snow,14,4800.0,Northeast,10000.0,"40.414619247263, -111.630384909250"
2017-04-08,Logan,Snowboarder,New Snow,10,4800.0,North,9700.0,"41.914595554701, -111.673386814970"
2017-04-10,Salt Lake,Natural,Graupel,7,3000.0,Southeast,9500.0,"40.556561654872, -111.628950933250"
2017-04-11,Salt Lake,Hiker,New Snow/Old Snow Interface,10,2400.0,Northeast,10100.0,"40.558715504713, -111.665356623020"
2017-04-15,Salt Lake,Skier,Unknown,18,3000.0,East,8800.0,"40.670661711579, -111.597962366680"
2017-04-21,Salt Lake,Skier,New Snow/Old Snow Interface,3,840.0,Northeast,10000.0,"40.630654510558, -111.571558701140"
2017-04-25,Salt Lake,Skier,New Snow/Old Snow Interface,16,7200.0,East,10300.0,"40.605661184747, -111.644536244020"
2017-04-25,Salt Lake,Skier,New Snow/Old Snow Interface,10,2100.0,Northeast,9000.0,"40.614619768834, -111.640255438430"
2017-04-25,Salt Lake,Skier,New Snow,12,4800.0,Northwest,10200.0,"40.588563404853, -111.601395594230"
2017-04-26,Logan,Skier,New Snow,10,1200.0,North,7900.0,"41.683191270079, -111.727695452310"
2017-04-27,Salt Lake,Skier,New Snow,8,840.0,Southeast,9300.0,"40.594665762171, -111.641435610390"
2017-04-27,Salt Lake,Skier,Density Change,8,3600.0,Southeast,10200.0,"40.595152019388, -111.652293192490"
2017-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,10,3600.0,Northwest,9700.0,"40.606733347719, -111.606444964870"
2017-04-29,Salt Lake,Skier,Graupel,12,2400.0,East,9600.0,"40.540709997553, -111.758937822920"
2017-04-29,Salt Lake,Skier,New Snow/Old Snow Interface,6,2400.0,East,8600.0,"40.617153875461, -111.621812569260"
2017-06-02,Uintas,Skier,Wet grains,3,15000.0,East,11500.0,"40.702165444155, -110.902638873470"
2017-11-18,Salt Lake,Unknown,Facets,24,960.0,North,10100.0,"40.872541583318, -111.516723620030"
2017-11-17,Uintas,Natural,Facets,42,6000.0,Northeast,11000.0,"40.683787701008, -110.894215094180"
2017-12-23,Salt Lake,Skier,New Snow,12,2400.0,East,10400.0,"40.579278859689, -111.597404467210"
2017-12-23,Salt Lake,Snowboarder,New Snow/Old Snow Interface,18,3600.0,Northeast,9800.0,"40.592436953151, -111.608294235790"
2017-12-25,Skyline,Natural,Facets,12,1200.0,North,9600.0,"39.603958902859, -111.284079538920"
2017-12-26,Uintas,Natural,Unknown,12,960.0,Northeast,9800.0,"40.428818427799, -111.177713858220"
2017-12-26,Uintas,Snowmobiler,Facets,36,3600.0,Northeast,9800.0,"40.462647000681, -111.150462614640"
2017-12-26,Uintas,Snowmobiler,Facets,24,480.0,Northeast,8000.0,"40.512030170174, -111.069695936760"
2017-12-26,Salt Lake,Skier,Facets,12,840.0,North,9800.0,"40.613363192374, -111.667407978550"
2017-12-26,Uintas,Snowmobiler,Facets,48,2400.0,Northeast,10200.0,"40.390187501296, -111.172049032790"
2017-12-26,Uintas,Natural,Facets,30,3000.0,Northeast,10400.0,"40.378444895056, -111.174387919030"
2017-12-27,Salt Lake,Skier,Depth Hoar,20,2400.0,Northeast,9300.0,"40.695281180424, -111.604399668320"
2017-12-27,Uintas,Snowmobiler,Facets,48,7200.0,Northeast,10200.0,"40.833345069150, -110.960583674050"
2017-12-26,Uintas,Snowmobiler,Ground Interface,16,4800.0,North,8500.0,"40.873047870499, -110.993557075290"
2017-12-27,Salt Lake,Natural,Facets,15,4200.0,Northeast,9200.0,"40.606987600282, -111.594550596800"
2017-12-28,Salt Lake,Skier,New Snow/Old Snow Interface,24,6000.0,East,9400.0,"40.666723054767, -111.600859152410"
2017-12-29,Logan,Natural,Facets,12,360.0,Southwest,7100.0,"41.948414961481, -111.587555395710"
2017-12-27,Salt Lake,Skier,Facets,12,240.0,North,9700.0,"40.593127982275, -111.617987739160"
2017-12-29,Logan,Natural,Facets,8,360.0,Southeast,7000.0,"41.948469322070, -111.589164721110"
2017-12-29,Salt Lake,Skier,Facets,20,6000.0,Northeast,10200.0,"40.599811253471, -111.612939821820"
2017-12-25,Skyline,Natural,Facets,10,3000.0,North,10200.0,"39.504045257638, -111.314776750550"
2017-12-24,Salt Lake,Natural,Depth Hoar,6,120.0,Northeast,7100.0,"40.693313053216, -111.671390520680"
2017-12-29,Logan,Unknown,Facets,48,3600.0,East,9200.0,"41.976266941901, -111.657249914740"
2018-01-07,Salt Lake,Unknown,Unknown,24,7200.0,Northeast,8900.0,"40.671325930106, -111.717438685030"
2018-01-07,Salt Lake,Skier,Facets,12,2400.0,Northeast,9300.0,"40.607623944579, -111.637148434570"
2018-01-10,Salt Lake,Skier,New Snow/Old Snow Interface,14,3600.0,East,10300.0,"40.593228864162, -111.560068117720"
2018-01-10,Salt Lake,Skier,Facets,12,4800.0,North,10200.0,"40.599171881764, -111.641650187130"
