;Region,Year,;Trigger,;Weak Layer,Depth_inches,Elevation_feet,Vertical_inches,Coordinates,Month,;Aspect,Day
Salt Lake,2016,Natural,Facets,20,9800.0,1800.0,"40.588878868004, -111.601138224290",1,North,8
Salt Lake,2016,Snowboarder,New Snow,12,10000.0,2400.0,"40.625636081355, -111.670477963710",1,North,9
Salt Lake,2016,Skier,Facets,12,9500.0,3600.0,"40.599055709659, -111.648495335400",1,West,9
Salt Lake,2016,Skier,Unknown,10,10000.0,7200.0,"40.627821975830, -111.664438299560",1,East,10
Salt Lake,2016,Skier,Facets,14,10500.0,960.0,"40.563861478778, -111.605279511920",1,South,11
Salt Lake,2016,Natural,New Snow,10,10000.0,1800.0,"40.539754063318, -111.706323675530",1,East,13
Salt Lake,2016,Skier,Depth Hoar,18,10200.0,1800.0,"40.599779725418, -111.642980613080",1,North,15
Salt Lake,2016,Skier,Ground Interface,20,8500.0,3000.0,"40.836280572748, -111.726794287560",1,North,16
Ogden,2016,Skier,New Snow,12,8200.0,360.0,"41.367726325247, -111.950275985780",1,Northeast,16
Logan,2016,Skier,New Snow/Old Snow Interface,15,6900.0,600.0,"41.954360985063, -111.543738893900",1,Northeast,17
Logan,2016,Snowboarder,New Snow,24,8800.0,4200.0,"41.920448100390, -111.628818599800",1,Southeast,16
Salt Lake,2016,Unknown,Facets,24,8700.0,4200.0,"40.836346536126, -111.728596746390",1,North,16
Provo,2016,Skier,Facets,18,9700.0,6000.0,"40.276978465006, -111.541657499690",1,East,19
Salt Lake,2016,Skier,Facets,24,9900.0,5400.0,"40.614256052858, -111.644716138480",1,Northeast,19
Logan,2016,Snowmobiler,Facets,48,9700.0,7200.0,"41.918558050498, -111.674673594790",1,East,19
Logan,2016,Snowmobiler,Facets,24,9000.0,7200.0,"41.926901041781, -111.657571851670",1,South,19
Salt Lake,2016,Skier,New Snow,8,9400.0,600.0,"40.594663780025, -111.615428983610",1,Unknown,20
Logan,2016,Snowmobiler,Facets,30,8500.0,3000.0,"41.947206585896, -111.622209586460",1,South,19
Salt Lake,2016,Skier,Density Change,13,9200.0,8400.0,"40.664102114784, -111.643753096450",1,East,20
Salt Lake,2016,Skier,Facets,8,8700.0,2400.0,"40.620866740213, -111.620050640930",1,East,20
Salt Lake,2016,Skier,Unknown,16,8500.0,360.0,"40.587400554611, -111.644868902600",1,North,20
Uintas,2016,Skier,New Snow,6,26030.97111592,1370.8584627096,"40.677380047031, -111.161910368930",1,Northeast,20
Skyline,2016,Natural,Facets,30,8500.0,8400.0,"39.569069331631, -111.184966616090",1,Northeast,20
Salt Lake,2016,Natural,Facets,36,10000.0,9600.0,"40.638164441728, -111.575775191180",1,Northeast,20
Provo,2016,Snowmobiler,Facets,21,10100.0,3000.0,"40.264430377878, -111.542279822500",1,East,21
Southwest,2016,Unknown,Unknown,48,9800.0,480.0,"38.741760868864, -111.648194827410",1,Northeast,21
Salt Lake,2016,Skier,Facets,18,10000.0,15000.0,"40.666951474815, -111.685399884810",1,South,21
Logan,2016,Snowmobiler,Facets,36,23526.4333695388,10587.9951794893,"41.699235243736, -111.691775359480",1,Southeast,21
Logan,2016,Snowmobiler,Facets,48,9500.0,2400.0,"41.712769816247, -111.714799434460",1,East,21
Logan,2016,Skier,Facets,36,8500.0,3600.0,"41.899835527412, -111.646499678500",1,Southeast,19
Logan,2016,Snowmobiler,Facets,30,9300.0,5400.0,"41.711395047619, -111.715422660710",1,Southeast,23
Salt Lake,2016,Skier,Unknown,10,10500.0,3000.0,"40.575467298683, -111.599464489970",1,Southeast,24
Salt Lake,2016,Natural,Facets,36,9700.0,18000.0,"40.656990160730, -111.704295932700",1,Southwest,24
Salt Lake,2016,Natural,Facets,24,9500.0,21000.0,"40.664477253964, -111.681711739990",1,Southeast,24
Salt Lake,2016,Natural,New Snow/Old Snow Interface,30,9800.0,4800.0,"40.589220523639, -111.600537373560",1,North,25
Logan,2016,Natural,New Snow/Old Snow Interface,14,9500.0,6000.0,"41.962738153070, -111.654288799090",1,East,25
Salt Lake,2016,Skier,Unknown,17,10100.0,4800.0,"40.599942702264, -111.621244063090",1,North,26
Salt Lake,2016,Skier,Depth Hoar,30,9900.0,4200.0,"40.598655258081, -111.627777802090",1,North,26
Skyline,2016,Snowmobiler,Facets,48,10200.0,1200.0,"39.203378878150, -111.470933005220",1,East,26
Skyline,2016,Natural,Facets,36,10300.0,8400.0,"39.508330769467, -111.318411871800",1,Northeast,24
Logan,2016,Skier,New Snow/Old Snow Interface,11,8000.0,4800.0,"41.823651268901, -111.669416465130",1,East,27
Uintas,2016,Snowmobiler,Unknown,120,9500.0,4800.0,"40.387724414320, -111.181002325510",1,Southwest,27
Logan,2016,Snowshoer,New Snow/Old Snow Interface,14,5600.0,600.0,"41.728714699372, -111.788249053320",1,Northwest,30
Moab,2016,Skier,Unknown,9,10000.0,960.0,"38.455706533021, -109.261007368110",1,Northeast,30
Logan,2016,Natural,Depth Hoar,48,8900.0,9600.0,"41.708526930919, -111.740570105860",2,North,1
Salt Lake,2016,Skier,Facets,36,9100.0,3600.0,"40.681035109898, -111.598269411350",1,Northwest,31
Provo,2016,Natural,New Snow/Old Snow Interface,18,10200.0,5400.0,"40.580340291123, -111.588456725720",2,East,2
Skyline,2016,Skier,Facets,20,9000.0,7200.0,"39.570212699594, -111.188163802040",2,Northeast,3
Salt Lake,2016,Skier,Density Change,5,9800.0,240.0,"40.562166662813, -111.673514909240",2,North,5
Skyline,2016,Snowmobiler,Facets,24,9900.0,4800.0,"39.572337107867, -111.285195416930",2,Northeast,13
Moab,2016,Snowboarder,Density Change,11,10900.0,840.0,"38.467188051709, -109.229164211460",2,North,13
Salt Lake,2016,Skier,New Snow/Old Snow Interface,6,9400.0,8400.0,"40.634741890336, -111.561516596800",2,Northeast,15
Logan,2016,Natural,Wet grains,18,6200.0,4800.0,"41.825252491527, -111.598563125670",2,West,15
Logan,2016,Natural,Unknown,12,6200.0,6000.0,"41.766310473037, -111.759678155690",2,North,15
Salt Lake,2016,Natural,Ground Interface,36,9800.0,12000.0,"40.604631595483, -111.721665911090",2,Northeast,17
Logan,2016,Natural,Ground Interface,24,6600.0,9600.0,"41.832280449237, -111.592876963060",2,North,16
Salt Lake,2016,Natural,Ground Interface,30,9000.0,6000.0,"40.605529699932, -111.719455857110",2,East,18
Skyline,2016,Natural,New Snow,5,9800.0,240.0,"39.629272146444, -111.329698600140",2,Northeast,18
Skyline,2016,Snowmobiler,Facets,30,10500.0,6000.0,"39.519868239043, -111.293521063270",2,Northeast,19
Skyline,2016,Snowmobiler,Facets,20,10400.0,6000.0,"39.515018781741, -111.302490279090",2,East,13
Salt Lake,2016,Natural,Ground Interface,48,8300.0,600.0,"40.607579378848, -111.702213965240",2,Northeast,20
Salt Lake,2016,Natural,Unknown,6,6700.0,3000.0,"40.567252679336, -111.763508608900",2,Northeast,19
Uintas,2016,Snowmobiler,Depth Hoar,42,10000.0,1800.0,"40.812343654415, -110.908447117780",2,Northwest,21
Salt Lake,2016,Natural,Ground Interface,60,10400.0,15000.0,"40.599673311131, -111.721515685850",2,Unknown,22
Salt Lake,2016,Skier,New Snow/Old Snow Interface,4,10400.0,4800.0,"40.546482347163, -111.709284834280",3,East,9
Moab,2016,Skier,Facets,12,11000.0,2400.0,"38.449514770352, -109.261286296300",3,Northeast,9
Logan,2016,Natural,New Snow/Old Snow Interface,12,9400.0,6000.0,"41.962482870025, -111.653301753360",3,East,12
Salt Lake,2016,Skier,New Snow,8,9900.0,120.0,"40.600202835231, -111.639611787290",3,Northeast,15
Salt Lake,2016,Skier,New Snow/Old Snow Interface,10,1396.1592365183,11209.6235148269,"40.607201008273, -111.638851484480",3,Northeast,15
Salt Lake,2016,Snowboarder,New Snow/Old Snow Interface,4,9500.0,120.0,"40.593017613030, -111.604399747350",3,Northeast,15
Salt Lake,2016,Skier,New Snow/Old Snow Interface,18,9500.0,1800.0,"40.628325978391, -111.672249122130",3,North,15
Logan,2016,Snowmobiler,New Snow/Old Snow Interface,36,8100.0,960.0,"41.928804759572, -111.643409766520",3,Northeast,17
Logan,2016,Snowmobiler,New Snow/Old Snow Interface,36,8300.0,2400.0,"41.928768845938, -111.643967673190",3,Northeast,18
Logan,2016,Snowmobiler,New Snow/Old Snow Interface,36,8400.0,4800.0,"41.888389121336, -111.640620283500",3,North,17
Logan,2016,Snowmobiler,New Snow/Old Snow Interface,24,9600.0,7200.0,"41.946390662669, -111.652851149440",3,North,18
Logan,2016,Natural,New Snow/Old Snow Interface,36,9500.0,8400.0,"41.901936702997, -111.668601073580",3,North,19
Salt Lake,2016,Skier,New Snow/Old Snow Interface,4,9000.0,1200.0,"40.596781402611, -111.642937733660",3,Southwest,19
Logan,2016,Natural,New Snow/Old Snow Interface,24,8000.0,10800.0,"41.828244310458, -111.666884459810",3,Southeast,20
Salt Lake,2016,Skier,New Snow,6,9500.0,2400.0,"40.564508683522, -111.675768007940",3,North,23
Logan,2016,Natural,New Snow/Old Snow Interface,20,9000.0,5400.0,"41.940765647541, -111.629633933830",3,East,23
Salt Lake,2016,Skier,Unknown,6,10300.0,1800.0,"40.599242144528, -111.646671418930",3,Southwest,23
Salt Lake,2016,Natural,Ground Interface,42,10000.0,12000.0,"40.599095469309, -111.720271176810",3,Northeast,26
Moab,2016,Skier,Facets,12,11000.0,3000.0,"38.449914920206, -109.260835670820",3,Northeast,24
Salt Lake,2016,Skier,New Snow,7,10300.0,7200.0,"40.604885886813, -111.643112694080",3,North,28
Salt Lake,2016,Natural,Density Change,8,10100.0,5400.0,"40.590382670774, -111.599378666460",3,Northwest,28
Salt Lake,2016,Natural,Density Change,20,10000.0,6000.0,"40.639141407963, -111.576762244110",3,Northeast,29
Salt Lake,2016,Skier,Density Change,24,10700.0,7200.0,"40.592675938606, -111.560411505140",3,East,29
Salt Lake,2016,Skier,New Snow,12,10300.0,15000.0,"40.605742433308, -111.646671347050",3,Northwest,29
Salt Lake,2016,Skier,New Snow/Old Snow Interface,8,9400.0,480.0,"40.603591001006, -111.621222555110",3,West,29
Salt Lake,2016,Skier,New Snow/Old Snow Interface,12,9500.0,2400.0,"40.560698484424, -111.676240012040",3,West,29
Provo,2016,Skier,Density Change,7,9100.0,2400.0,"40.286229936400, -111.539812132720",3,East,30
Moab,2016,Natural,New Snow,30,11000.0,4800.0,"38.452245060650, -109.264140296010",3,North,29
Logan,2016,Natural,Density Change,12,8600.0,1200.0,"41.915387608166, -111.719305545600",3,North,29
Provo,2016,Skier,New Snow/Old Snow Interface,5,8700.0,4800.0,"40.505548605366, -111.677422379540",4,Southeast,9
Logan,2016,Natural,Wet grains,36,8500.0,21000.0,"41.670076865712, -112.021064795790",4,East,12
Salt Lake,2016,Skier,New Snow/Old Snow Interface,6,10600.0,7200.0,"40.584593137963, -111.598026818730",4,East,24
Salt Lake,2016,Skier,New Snow/Old Snow Interface,9,8000.0,1500.0,"40.597808323377, -111.588156246430",4,North,24
Uintas,2016,Natural,New Snow/Old Snow Interface,12,11400.0,7200.0,"40.699693792777, -110.978822774420",4,East,23
Salt Lake,2016,Skier,New Snow/Old Snow Interface,10,8500.0,4800.0,"40.614537860228, -111.615386053920",4,Northeast,24
Uintas,2016,Snowmobiler,New Snow/Old Snow Interface,6,10000.0,1800.0,"40.409509093434, -111.203420199730",4,Northeast,25
Salt Lake,2016,Skier,New Snow/Old Snow Interface,12,10500.0,12000.0,"40.591690151027, -111.596353113120",4,Northeast,27
Salt Lake,2016,Skier,New Snow,4,10400.0,3600.0,"40.578009727055, -111.593627952830",4,North,27
Salt Lake,2016,Skier,New Snow/Old Snow Interface,12,9800.0,3600.0,"40.581445186667, -111.632766761140",4,West,27
Salt Lake,2016,Skier,New Snow/Old Snow Interface,5,10300.0,4800.0,"40.574921296761, -111.604539215040",4,Northeast,28
Salt Lake,2016,Skier,New Snow/Old Snow Interface,8,10300.0,960.0,"40.582083785728, -111.598520366750",5,East,3
Uintas,2016,Unknown,Unknown,96,11800.0,7200.0,"40.764486399925, -110.614299818910",6,Northeast,6
Salt Lake,2016,Skier,New Snow/Old Snow Interface,8,11000.0,15000.0,"40.569098578428, -111.638947928880",11,North,22
Logan,2016,Natural,New Snow/Old Snow Interface,24,8700.0,4800.0,"41.886358152338, -111.644372751060",11,North,28
Salt Lake,2016,Skier,Depth Hoar,24,9900.0,3000.0,"40.600290218177, -111.620726945140",11,North,30
Moab,2016,Natural,New Snow/Old Snow Interface,12,11500.0,3000.0,"38.444984668357, -109.243068682290",12,Northwest,4
Salt Lake,2016,Skier,New Snow,4,10000.0,6000.0,"40.612241077331, -111.689243303880",12,East,8
Uintas,2016,Skier,New Snow/Old Snow Interface,6,10100.0,1800.0,"40.691941640468, -111.196918474770",12,Northeast,9
Salt Lake,2016,Snowboarder,Depth Hoar,24,9700.0,3600.0,"40.605312204034, -111.636414515120",12,Northeast,10
Uintas,2016,Skier,New Snow/Old Snow Interface,6,10100.0,2400.0,"40.678021402080, -111.148338305080",12,Northwest,10
Salt Lake,2016,Skier,Density Change,10,9500.0,3600.0,"40.667975907527, -111.722754823300",12,East,10
Uintas,2016,Natural,New Snow,16,10100.0,8400.0,"40.704092172624, -111.200652109720",12,Northeast,10
Uintas,2016,Skier,Facets,30,9800.0,2100.0,"40.702914693813, -111.196231829260",12,North,11
Uintas,2016,Natural,New Snow,12,10000.0,4800.0,"40.694599660440, -111.198675321690",12,East,10
Provo,2016,Natural,Facets,20,9500.0,4200.0,"40.501058493768, -111.694811569790",12,East,11
Skyline,2016,Natural,New Snow/Old Snow Interface,18,10000.0,1800.0,"39.608968059708, -111.290817247950",12,East,12
Logan,2016,Natural,Depth Hoar,48,9200.0,7200.0,"41.896838085291, -111.659646101790",12,North,10
Salt Lake,2016,Snowboarder,Unknown,8,9400.0,2400.0,"40.556073163327, -111.690337645150",12,Northeast,13
Salt Lake,2016,Skier,Facets,14,10000.0,4800.0,"40.603266137495, -111.632852541550",12,North,13
Salt Lake,2016,Natural,New Snow,6,9800.0,1800.0,"40.592940666160, -111.618003832450",12,North,14
Salt Lake,2016,Skier,New Snow,6,9900.0,1800.0,"40.595852885477, -111.654664265260",12,Northeast,14
Salt Lake,2016,Skier,Graupel,20,9400.0,1200.0,"40.594777270683, -111.640899168600",12,Southeast,15
Logan,2016,Unknown,New Snow/Old Snow Interface,18,8000.0,3000.0,"41.959351259706, -111.557002352820",12,Southeast,16
Moab,2016,Natural,Facets,42,11400.0,8400.0,"38.461624660901, -109.249076830490",12,Northeast,16
Moab,2016,Natural,Facets,36,10400.0,7200.0,"38.465253778301, -109.276628481490",12,Northeast,16
Moab,2016,Natural,Facets,30,29502.3214738959,7189.5353851407,"38.444641199667, -109.248754965400",12,Northeast,16
Salt Lake,2016,Natural,Density Change,24,10000.0,6000.0,"40.581250287856, -111.588714109990",12,Northwest,17
Salt Lake,2016,Snowboarder,New Snow/Old Snow Interface,24,10200.0,2400.0,"40.594809857611, -111.652357565500",12,East,24
Salt Lake,2016,Skier,New Snow/Old Snow Interface,5,9700.0,240.0,"40.677936222181, -111.683535563090",12,Northeast,24
Ogden,2016,Snowboarder,Density Change,12,7300.0,600.0,"41.379301010827, -111.942615496250",12,Northeast,27
Ogden,2016,Skier,Density Change,18,7100.0,840.0,"41.378505628380, -111.936264025310",12,Northeast,27
Ogden,2016,Skier,Unknown,18,6800.0,1800.0,"41.378795445007, -111.927766787150",12,Northeast,27
Salt Lake,2016,Skier,Density Change,16,9700.0,3000.0,"40.665112227656, -111.722116457570",12,East,27
Abajos,2016,Natural,New Snow/Old Snow Interface,18,9700.0,600.0,"37.851947957821, -109.485626207920",12,East,25
Moab,2017,Skier,Density Change,8,11200.0,2100.0,"38.445206884902, -109.250876592730",1,North,2
Uintas,2017,Skier,New Snow/Old Snow Interface,18,10000.0,4800.0,"40.692588614734, -111.197134392600",1,Northeast,5
Logan,2017,Natural,Unknown,20,6500.0,6000.0,"41.688270508403, -112.013533833410",1,East,4
Skyline,2017,Skier,Surface Hoar,24,9600.0,7200.0,"39.632894605613, -111.249833094230",1,Northeast,6
Salt Lake,2017,Natural,New Snow/Old Snow Interface,8,9800.0,3000.0,"40.550436709336, -111.634322392090",1,North,8
Salt Lake,2017,Skier,New Snow/Old Snow Interface,8,9700.0,2100.0,"40.607343407847, -111.552288601950",1,Southeast,8
Logan,2017,Natural,Unknown,48,8800.0,30000.0,"41.681422052022, -112.011888054580",1,East,9
Salt Lake,2017,Skier,Density Change,15,9200.0,3600.0,"40.558898089890, -111.692805277440",1,Northeast,10
Uintas,2017,Natural,Unknown,72,9800.0,9600.0,"40.832773790974, -111.065382944680",1,Northeast,10
Logan,2017,Unknown,Facets,48,7200.0,3000.0,"41.954787166113, -111.540559924350",1,Northwest,11
Logan,2017,Natural,Facets,60,8300.0,30000.0,"41.607712453383, -111.990381735990",1,Southeast,12
Salt Lake,2017,Unknown,Graupel,16,9500.0,5400.0,"40.669877762257, -111.722760187720",1,East,14
Salt Lake,2017,Skier,Density Change,6,10600.0,3000.0,"40.585261208530, -111.606824385260",1,North,15
Salt Lake,2017,Skier,Density Change,14,10600.0,1800.0,"40.535069192715, -111.694221483800",1,North,15
Logan,2017,Natural,Unknown,36,9200.0,9600.0,"41.916762748840, -111.653323160740",1,East,11
Moab,2017,Skier,Facets,36,11000.0,7200.0,"38.449690129868, -109.261136042220",1,North,16
Salt Lake,2017,Natural,New Snow,5,8100.0,2100.0,"40.720720451501, -111.688899981130",1,North,21
Ogden,2017,Skier,New Snow/Old Snow Interface,9,8600.0,2400.0,"41.363907942419, -111.950155185800",1,Northeast,21
Logan,2017,Natural,Facets,48,8500.0,30000.0,"41.806454108249, -111.661791869010",1,East,11
Salt Lake,2017,Skier,New Snow/Old Snow Interface,14,10000.0,4800.0,"40.615066559401, -111.668978544210",1,East,21
Southwest,2017,Natural,Density Change,8,8500.0,600.0,"38.284931512758, -112.446967350570",1,Southeast,21
Moab,2017,Skier,Graupel,19,10400.0,12000.0,"38.463868269298, -109.278519438840",1,North,21
Salt Lake,2017,Snowboarder,Facets,10,8000.0,840.0,"40.627548965646, -111.499900805090",1,Northwest,21
