;Region,Year,;Trigger,;Weak Layer,Depth_inches,Elevation_feet,Vertical_inches,Coordinates,Month,;Aspect,Day
Skyline,2018,Natural,New Snow/Old Snow Interface,8,9600.0,480.0,"39.627438309279, -111.328754412270",2,Northwest,26
Salt Lake,2018,Skier,Facets,2,8000.0,1200.0,"40.630174109550, -111.511230455980",2,North,28
Logan,2018,Natural,Facets,36,9400.0,7200.0,"41.917240397687, -111.654080106910",2,East,28
Salt Lake,2018,Skier,New Snow/Old Snow Interface,18,9500.0,7200.0,"40.666788667043, -111.722974764460",3,East,3
Provo,2018,Snowmobiler,Facets,36,9500.0,1200.0,"40.537546945046, -111.634483324630",3,Northeast,5
Salt Lake,2018,Skier,Density Change,10,10000.0,600.0,"40.590231747898, -111.603155123340",3,North,5
Skyline,2018,Skier,Facets,36,10300.0,10800.0,"39.446397569993, -111.352186190220",3,Northeast,5
Provo,2018,Natural,Facets,3,9600.0,6000.0,"40.280710849085, -111.558780657390",3,Northeast,4
Uintas,2018,Snowmobiler,Facets,48,10300.0,3000.0,"40.871165816811, -110.990860449410",3,Northeast,7
Skyline,2018,Natural,Facets,42,10300.0,3000.0,"39.202360794852, -111.469709860420",3,Northeast,5
Skyline,2018,Snowmobiler,Facets,42,10300.0,4800.0,"39.549916316854, -111.302018152810",3,Northeast,5
Skyline,2018,Snowmobiler,Facets,24,10100.0,600.0,"39.270502285544, -111.460740553490",2,East,26
Salt Lake,2018,Skier,Facets,48,9700.0,18000.0,"40.622960924119, -111.664356549330",3,East,8
Logan,2018,Natural,Facets,24,9200.0,4800.0,"41.912905603866, -111.652872549630",3,East,8
Provo,2018,Explosive,Facets,48,11300.0,21000.0,"40.545329202559, -111.652234183890",3,Northeast,8
Skyline,2018,Snowmobiler,Facets,42,9900.0,2400.0,"39.580784761943, -111.296482073400",3,Northeast,9
Logan,2018,Natural,Wet grains,12,7400.0,1200.0,"41.703796510980, -111.756405817590",3,West,11
Salt Lake,2018,Snowmobiler,Facets,60,9600.0,3000.0,"40.584743027569, -111.543532298490",3,Northeast,11
Logan,2018,Unknown,Facets,24,9500.0,7200.0,"41.702165036172, -111.711344706150",3,East,11
Skyline,2018,Snow Bike,Facets,48,10100.0,10800.0,"39.571223480774, -111.285581575970",3,Northeast,15
Salt Lake,2018,Snowmobiler,Facets,30,10000.0,1200.0,"40.588147639349, -111.548974501240",3,North,16
Salt Lake,2018,Skier,Facets,42,10200.0,3600.0,"40.599469879241, -111.639912115660",3,North,17
Salt Lake,2018,Natural,Ground Interface,48,10000.0,8400.0,"40.600893253253, -111.635496128330",3,North,23
Logan,2018,Natural,New Snow/Old Snow Interface,12,8300.0,8400.0,"41.610922285530, -112.001237856480",3,Southeast,23
Provo,2018,Explosive,Unknown,42,10400.0,54000.0,"40.366087410024, -111.617789255710",3,Northeast,23
Provo,2018,Natural,Unknown,15,11500.0,21000.0,"40.383088295985, -111.634740816690",3,Northeast,22
Logan,2018,Natural,Facets,42,8800.0,9600.0,"41.653476102338, -112.013318525880",3,Northeast,24
Logan,2018,Natural,New Snow/Old Snow Interface,12,8500.0,4800.0,"41.635931331957, -112.003169046970",4,Northeast,1
Salt Lake,2018,Unknown,Facets,30,10000.0,4800.0,"40.598503014705, -111.625419603410",4,North,2
Logan,2018,Natural,New Snow/Old Snow Interface,10,8700.0,2400.0,"41.653572298483, -112.012910830120",4,Northeast,2
Salt Lake,2018,Skier,Unknown,3,9500.0,4800.0,"40.595171876936, -111.644585093810",4,Southeast,8
Uintas,2018,Natural,Unknown,42,10500.0,5400.0,"40.772870863903, -110.534391390410",4,North,7
Salt Lake,2018,Skier,New Snow/Old Snow Interface,3,9500.0,3600.0,"40.624047453204, -111.635503234600",4,Northeast,8
Salt Lake,2018,Skier,New Snow/Old Snow Interface,4,9700.0,7200.0,"40.598833711877, -111.646070467570",4,Southeast,9
Salt Lake,2018,Natural,New Snow,6,9800.0,6000.0,"40.660358865631, -111.700036512950",4,East,9
Salt Lake,2018,Skier,New Snow/Old Snow Interface,12,9800.0,15000.0,"40.591518497756, -111.658751951780",4,Southeast,18
Logan,2018,Natural,Unknown,48,9300.0,4800.0,"41.921030185963, -111.693985449420",5,East,15
Logan,2018,Unknown,Unknown,36,9000.0,18000.0,"41.925021544667, -111.696560370070",5,North,14
Logan,2018,Natural,Unknown,36,9300.0,6000.0,"41.910683423171, -111.716086851700",5,Northeast,20
Salt Lake,2018,Natural,Facets,30,10100.0,3000.0,"40.593083237708, -111.608433710660",11,Northeast,25
Salt Lake,2018,Skier,Facets,22,9600.0,8400.0,"40.666544527940, -111.603455530720",11,Northeast,25
Salt Lake,2018,Natural,Depth Hoar,18,10000.0,6000.0,"40.551472022310, -111.688964354100",11,Northeast,25
Salt Lake,2018,Skier,Facets,20,9700.0,7200.0,"40.611053294512, -111.688220502430",11,Northeast,30
Salt Lake,2018,Natural,Depth Hoar,20,10800.0,15000.0,"40.540612667198, -111.669673906870",11,Northwest,30
Salt Lake,2018,Skier,Depth Hoar,36,9500.0,7200.0,"40.660559604561, -111.713146418980",12,Northwest,8
Skyline,2018,Natural,Unknown,36,9900.0,4200.0,"39.610760304404, -111.293628203030",12,East,12
Ogden,2018,Unknown,Unknown,30,9100.0,1800.0,"41.465563079494, -111.482563006020",12,East,14
Skyline,2018,Snowmobiler,Unknown,30,10200.0,1500.0,"39.304244913862, -111.445269571870",12,Northeast,14
Salt Lake,2018,Snowboarder,New Snow/Old Snow Interface,14,10200.0,1800.0,"40.585245421927, -111.597061144430",12,Northeast,22
Moab,2018,Natural,New Snow/Old Snow Interface,18,11700.0,7200.0,"38.456814959173, -109.243068682590",12,North,25
Moab,2018,Natural,New Snow/Old Snow Interface,22,11700.0,8400.0,"38.458024765925, -109.244441973620",12,North,25
Salt Lake,2018,Natural,Facets,36,10500.0,7200.0,"40.598248198292, -111.667442308950",12,Northeast,28
Logan,2018,Skier,New Snow,4,22786.0517840758,3008.5340510913,"41.886307218648, -111.644936717570",12,North,28
Logan,2018,Natural,Unknown,12,9400.0,7200.0,"41.701242844833, -111.711130129390",12,East,27
Uintas,2018,Natural,Facets,16,9800.0,3600.0,"40.826247882223, -111.084759222660",12,Southwest,29
Salt Lake,2018,Skier,Density Change,5,10400.0,1200.0,"40.601506643216, -111.645834433160",12,East,30
Uintas,2018,Natural,Facets,24,10300.0,4800.0,"40.826929829644, -111.097097384110",12,Southwest,31
Salt Lake,2019,Skier,New Snow/Old Snow Interface,15,9000.0,2400.0,"40.601612540011, -111.714895950880",1,Northeast,5
Salt Lake,2019,Skier,Density Change,12,8200.0,360.0,"40.643363525819, -111.614205824460",1,Northwest,7
Uintas,2019,Natural,Ground Interface,30,10300.0,12000.0,"40.832450098222, -111.081583487190",1,Northeast,7
Logan,2019,Natural,Facets,12,5600.0,1800.0,"41.722130584402, -111.792154299310",1,West,8
Logan,2019,Natural,Facets,16,5500.0,2400.0,"41.728664618034, -111.792626368090",1,West,9
Provo,2019,Natural,New Snow/Old Snow Interface,18,9000.0,3000.0,"40.316839068738, -111.579208361230",1,East,8
Skyline,2019,Snowmobiler,Facets,24,9900.0,3000.0,"39.545578536976, -111.292490946420",1,East,8
Skyline,2019,Natural,New Snow/Old Snow Interface,24,8300.0,480.0,"39.645975556906, -111.248395430210",1,Northeast,7
Skyline,2019,Snowmobiler,Facets,24,9800.0,3000.0,"39.554380665857, -111.301395880350",1,Northeast,8
Skyline,2019,Snowmobiler,Facets,24,9800.0,3000.0,"39.551601166850, -111.297404753330",1,Northeast,8
Logan,2019,Snowmobiler,New Snow/Old Snow Interface,24,9700.0,6000.0,"41.918564998269, -111.675038324900",1,Southeast,8
Uintas,2019,Skier,Facets,30,10200.0,15000.0,"40.836119198949, -111.070382582350",1,Southeast,11
Skyline,2019,Snowmobiler,Facets,24,10200.0,6000.0,"39.548589917257, -111.301524626370",1,Northeast,12
Skyline,2019,Snowmobiler,Facets,24,10200.0,1800.0,"39.544221718537, -111.300387369750",1,East,12
Logan,2019,Snowmobiler,Facets,72,9500.0,9600.0,"41.712039962585, -111.716666208800",1,Southeast,12
SE Idaho,2019,Snow Bike,Facets,18,8400.0,2400.0,"42.431755922183, -111.579465853290",1,Northeast,11
Skyline,2019,Skier,Facets,36,9500.0,7200.0,"39.632615873893, -111.249983297960",1,Northeast,18
Ogden,2019,Unknown,Facets,20,7000.0,2400.0,"41.378901710713, -111.928861128370",1,Northeast,18
Salt Lake,2019,Natural,Unknown,18,8600.0,4800.0,"40.866882817779, -111.760192851280",1,East,19
Salt Lake,2019,Natural,New Snow/Old Snow Interface,14,9600.0,6000.0,"40.677090519658, -111.683771597460",1,Northeast,17
Uintas,2019,Explosive,Facets,54,10400.0,15000.0,"41.286062386830, -110.044555651480",1,Northeast,19
Uintas,2019,Natural,New Snow/Old Snow Interface,24,8700.0,1800.0,"40.670466920290, -111.218612181300",1,Northwest,21
Ogden,2019,Skier,New Snow/Old Snow Interface,7,7000.0,1200.0,"41.326665657790, -111.903948771030",1,South,22
Logan,2019,Natural,Facets,48,9600.0,9600.0,"41.901797919711, -111.668064581460",1,North,18
Provo,2019,Natural,Unknown,30,8200.0,12000.0,"39.968174500390, -111.727867113650",1,East,22
Skyline,2019,Natural,Facets,36,10900.0,5400.0,"39.060946371125, -111.519480930890",1,Northeast,25
Moab,2019,Snowmobiler,Facets,48,12200.0,18000.0,"38.456579716615, -109.237081992090",1,East,25
Logan,2019,Natural,Unknown,12,15908.7293147546,3036.1715259154,"41.825188277932, -111.599807726450",2,West,3
Uintas,2019,Natural,New Snow/Old Snow Interface,6,10000.0,18000.0,"40.762324061944, -111.109083879240",2,East,3
Salt Lake,2019,Skier,Facets,36,9500.0,6000.0,"40.671671722296, -111.625899524140",2,Northeast,4
Uintas,2019,Natural,Facets,48,10400.0,18000.0,"40.841151705930, -111.109156595850",2,Northeast,7
Salt Lake,2019,Natural,New Snow,12,9000.0,600.0,"40.554243647690, -111.678750502170",2,Northwest,8
Uintas,2019,Natural,Facets,48,9900.0,9600.0,"40.823617447905, -111.093814360290",2,Northeast,6
Ogden,2019,Skier,Depth Hoar,48,8500.0,15000.0,"41.428352792383, -111.727051722090",2,Northwest,8
Uintas,2019,Snowmobiler,Facets,66,10300.0,6000.0,"40.857290413674, -111.013495367090",2,Northwest,9
Uintas,2019,Snowmobiler,New Snow/Old Snow Interface,30,10000.0,6000.0,"40.825691495585, -110.959339129130",2,Northeast,9
Salt Lake,2019,Natural,Unknown,24,9600.0,7200.0,"40.693784928524, -111.604313837610",2,North,10
Logan,2019,Natural,New Snow/Old Snow Interface,10,7000.0,1200.0,"41.953490244855, -111.542215334490",2,West,14
Logan,2019,Natural,Wet grains,16,6700.0,15000.0,"41.655342882902, -111.986196028250",2,East,14
Salt Lake,2019,Natural,New Snow/Old Snow Interface,10,7200.0,600.0,"40.649875856706, -111.661391245430",2,West,14
Logan,2019,Natural,Wet grains,14,6000.0,4800.0,"41.700666093172, -112.015528666040",2,East,14
Logan,2019,Natural,Wet grains,14,6400.0,8400.0,"41.688841544138, -112.012460218920",2,East,14
Logan,2019,Natural,Facets,84,9300.0,12000.0,"41.703902243912, -111.712181555330",2,East,15
Uintas,2019,Natural,Ground Interface,54,11200.0,7200.0,"40.699251194353, -110.978457914990",2,Northeast,15
Moab,2019,Natural,Facets,48,11400.0,9600.0,"38.444547717323, -109.248669135040",1,Northeast,18
Moab,2019,Natural,Facets,36,10200.0,12000.0,"38.463871879209, -109.274182307170",1,Northeast,21
Uintas,2019,Snowmobiler,Ground Interface,72,10100.0,9600.0,"40.834300908925, -111.068837629950",2,Northeast,17
Skyline,2019,Natural,Facets,30,8500.0,5400.0,"39.495477532777, -111.158884750980",2,East,18
Skyline,2019,Natural,Facets,54,8400.0,600.0,"39.645345829135, -111.249103533400",2,Northeast,18
Salt Lake,2019,Skier,Density Change,6,10300.0,12000.0,"40.589482193178, -111.673600660870",2,South,20
Moab,2019,Snowmobiler,Facets,30,10800.0,2400.0,"38.476438208004, -109.231696116370",2,East,19
Uintas,2019,Natural,Depth Hoar,96,10300.0,8400.0,"40.834528197905, -111.107332693730",2,Northeast,24
Salt Lake,2019,Skier,Density Change,14,10200.0,2400.0,"40.588765219988, -111.602103697370",2,Northeast,25
Salt Lake,2019,Snowboarder,Density Change,6,10200.0,2400.0,"40.581672474498, -111.588785188510",2,Northwest,26
Ogden,2019,Unknown,Unknown,24,8700.0,12000.0,"41.425416554044, -111.975681768910",2,Northeast,23
Southwest,2019,Snowmobiler,Facets,120,10400.0,3600.0,"38.731633922534, -111.644825922560",3,Northeast,5
Salt Lake,2019,Skier,Graupel,24,9900.0,4200.0,"40.591535301154, -111.603884684160",3,Northeast,7
Logan,2019,Natural,New Snow,12,9000.0,6000.0,"41.895121799988, -111.644439684450",3,East,7
Salt Lake,2019,Skier,Graupel,14,9700.0,600.0,"40.591600478152, -111.599743353450",3,Northwest,8
Moab,2019,Natural,Facets,72,11600.0,10800.0,"38.457520682244, -109.246298062250",3,Northeast,8
